#x;y;rot;heading;speed;rrot;x';y';heading'
505.470;404.875;4.350;120.208;1;-20;506.334;404.372;120.280
506.334;404.372;4.320;120.280;1;-20;507.198;403.868;120.352
507.198;403.868;4.290;120.352;1;-20;508.061;403.363;120.424
508.061;403.363;4.260;120.424;1;-20;508.923;402.856;120.495
508.923;402.856;4.230;120.495;1;-20;509.785;402.349;120.565
509.785;402.349;4.200;120.565;1;-20;510.646;401.840;120.635
510.646;401.840;4.170;120.635;1;-20;511.506;401.331;120.705
511.506;401.331;4.140;120.705;1;-20;512.366;400.820;120.774
512.366;400.820;4.110;120.774;1;-20;513.225;400.309;120.842
513.225;400.309;4.080;120.842;1;-20;514.084;399.796;120.910
514.084;399.796;4.050;120.910;1;-20;514.942;399.282;120.978
514.942;399.282;4.020;120.978;1;-20;515.799;398.767;121.045
515.799;398.767;3.990;121.045;1;-20;516.656;398.252;121.111
516.656;398.252;3.960;121.111;1;-20;517.512;397.735;121.177
517.512;397.735;3.930;121.177;1;-20;518.368;397.217;121.243
518.368;397.217;3.900;121.243;1;-20;519.223;396.699;121.308
519.223;396.699;3.870;121.308;1;-20;520.077;396.179;121.372
520.077;396.179;3.840;121.372;1;-20;520.931;395.658;121.436
520.931;395.658;3.810;121.436;1;-20;521.784;395.137;121.500
521.784;395.137;3.780;121.500;1;-20;522.637;394.614;121.563
522.637;394.614;3.750;121.563;1;-20;523.489;394.091;121.625
523.489;394.091;3.720;121.625;1;-20;524.340;393.567;121.687
524.340;393.567;3.690;121.687;1;-20;525.191;393.041;121.749
525.191;393.041;3.660;121.749;1;-20;526.042;392.515;121.810
526.042;392.515;3.630;121.810;1;-20;526.891;391.988;121.870
526.891;391.988;3.600;121.870;1;-20;527.741;391.460;121.930
527.741;391.460;3.570;121.930;1;-20;528.589;390.931;121.990
528.589;390.931;3.540;121.990;1;-20;529.437;390.401;122.049
529.437;390.401;3.510;122.049;1;-20;530.285;389.871;122.107
530.285;389.871;3.480;122.107;1;-20;531.132;389.339;122.165
531.132;389.339;3.450;122.165;1;-20;531.979;388.807;122.223
531.979;388.807;3.420;122.223;1;-20;532.825;388.274;122.280
532.825;388.274;3.390;122.280;1;-20;533.670;387.740;122.336
533.670;387.740;3.360;122.336;1;-20;534.515;387.205;122.392
534.515;387.205;3.330;122.392;1;-20;535.359;386.669;122.448
535.359;386.669;3.300;122.448;1;-20;536.203;386.132;122.503
536.203;386.132;3.270;122.503;1;-20;537.047;385.595;122.557
537.047;385.595;3.240;122.557;1;-20;537.889;385.057;122.611
537.889;385.057;3.210;122.611;1;-20;538.732;384.518;122.665
538.732;384.518;3.180;122.665;1;-20;539.574;383.978;122.718
539.574;383.978;3.150;122.718;1;-20;540.415;383.438;122.770
540.415;383.438;3.120;122.770;1;-20;541.256;382.897;122.822
541.256;382.897;3.090;122.822;1;-20;542.096;382.354;122.874
542.096;382.354;3.060;122.874;1;-20;542.936;381.812;122.925
542.936;381.812;3.030;122.925;1;-20;543.775;381.268;122.975
543.775;381.268;3.000;122.975;1;-20;544.614;380.724;123.025
544.614;380.724;2.970;123.025;1;-20;545.453;380.179;123.075
545.453;380.179;2.940;123.075;1;-20;546.291;379.633;123.124
546.291;379.633;2.910;123.124;1;-20;547.128;379.087;123.172
547.128;379.087;2.880;123.172;1;-20;547.965;378.539;123.220
547.965;378.539;2.850;123.220;1;-20;548.802;377.992;123.268
548.802;377.992;2.820;123.268;1;-20;549.638;377.443;123.315
549.638;377.443;2.790;123.315;1;-20;550.474;376.894;123.361
550.474;376.894;2.760;123.361;1;-20;551.309;376.344;123.407
551.309;376.344;2.730;123.407;1;-20;552.144;375.793;123.453
552.144;375.793;2.700;123.453;1;-20;552.978;375.242;123.498
552.978;375.242;2.670;123.498;1;-20;553.812;374.690;123.542
553.812;374.690;2.640;123.542;1;-20;554.645;374.138;123.586
554.645;374.138;2.610;123.586;1;-20;555.478;373.584;123.630
555.478;373.584;2.580;123.630;1;-20;556.311;373.031;123.673
556.311;373.031;2.550;123.673;1;-20;557.143;372.476;123.715
557.143;372.476;2.520;123.715;1;-20;557.975;371.921;123.757
557.975;371.921;2.490;123.757;1;-20;558.806;371.365;123.799
558.806;371.365;2.460;123.799;1;-20;559.637;370.809;123.840
559.637;370.809;2.430;123.840;1;-20;560.468;370.252;123.880
560.468;370.252;2.400;123.880;1;-20;561.298;369.695;123.920
561.298;369.695;2.370;123.920;1;-20;562.128;369.137;123.960
562.128;369.137;2.340;123.960;1;-20;562.957;368.578;123.999
562.957;368.578;2.310;123.999;1;-20;563.786;368.019;124.037
563.786;368.019;2.280;124.037;1;-20;564.615;367.459;124.075
564.615;367.459;2.250;124.075;1;-20;565.443;366.899;124.113
565.443;366.899;2.220;124.113;1;-20;566.271;366.338;124.150
566.271;366.338;2.190;124.150;1;-20;567.099;365.777;124.186
567.099;365.777;2.160;124.186;1;-20;567.926;365.215;124.222
567.926;365.215;2.130;124.222;1;-20;568.753;364.652;124.258
568.753;364.652;2.100;124.258;1;-20;569.579;364.089;124.293
569.579;364.089;2.070;124.293;1;-20;570.406;363.526;124.327
570.406;363.526;2.040;124.327;1;-20;571.231;362.962;124.361
571.231;362.962;2.010;124.361;1;-20;572.057;362.398;124.395
572.057;362.398;1.980;124.395;1;-20;572.882;361.833;124.428
572.882;361.833;1.950;124.428;1;-20;573.707;361.267;124.460
573.707;361.267;1.920;124.460;1;-20;574.531;360.702;124.492
574.531;360.702;1.890;124.492;1;-20;575.356;360.135;124.524
575.356;360.135;1.860;124.524;1;-20;576.180;359.569;124.555
576.180;359.569;1.830;124.555;1;-20;577.003;359.001;124.585
577.003;359.001;1.800;124.585;1;-20;577.826;358.434;124.615
577.826;358.434;1.770;124.615;1;-20;578.649;357.866;124.645
578.649;357.866;1.740;124.645;1;-20;579.472;357.297;124.674
579.472;357.297;1.710;124.674;1;-20;580.295;356.728;124.702
580.295;356.728;1.680;124.702;1;-20;581.117;356.159;124.730
581.117;356.159;1.650;124.730;1;-20;581.938;355.589;124.758
581.938;355.589;1.620;124.758;1;-20;582.760;355.019;124.785
582.760;355.019;1.590;124.785;1;-20;583.581;354.449;124.811
583.581;354.449;1.560;124.811;1;-20;584.402;353.878;124.837
584.402;353.878;1.530;124.837;1;-20;585.223;353.307;124.863
585.223;353.307;1.500;124.863;1;-20;586.044;352.735;124.888
586.044;352.735;1.470;124.888;1;-20;586.864;352.163;124.912
586.864;352.163;1.440;124.912;1;-20;587.684;351.591;124.936
587.684;351.591;1.410;124.936;1;-20;588.504;351.018;124.960
588.504;351.018;1.380;124.960;1;-20;589.323;350.445;124.983
589.323;350.445;1.350;124.983;1;-20;590.143;349.872;125.005
590.143;349.872;1.320;125.005;1;-20;590.962;349.298;125.027
590.962;349.298;1.290;125.027;1;-20;591.781;348.724;125.049
591.781;348.724;1.260;125.049;1;-20;592.599;348.150;125.070
592.599;348.150;1.230;125.070;1;-20;593.418;347.575;125.090
593.418;347.575;1.200;125.090;1;-20;594.236;347.000;125.110
594.236;347.000;1.170;125.110;1;-20;595.054;346.425;125.130
595.054;346.425;1.140;125.130;1;-20;595.872;345.850;125.149
595.872;345.850;1.110;125.149;1;-20;596.690;345.274;125.167
596.690;345.274;1.080;125.167;1;-20;597.507;344.698;125.185
597.507;344.698;1.050;125.185;1;-20;598.324;344.122;125.203
598.324;344.122;1.020;125.203;1;-20;599.141;343.545;125.220
599.141;343.545;0.990;125.220;1;-20;599.958;342.969;125.236
599.958;342.969;0.960;125.236;1;-20;600.775;342.392;125.252
600.775;342.392;0.930;125.252;1;-20;601.592;341.814;125.268
601.592;341.814;0.900;125.268;1;-20;602.408;341.237;125.283
602.408;341.237;0.870;125.283;1;-20;603.225;340.659;125.297
603.225;340.659;0.840;125.297;1;-20;604.041;340.082;125.311
604.041;340.082;0.810;125.311;1;-20;604.857;339.504;125.325
604.857;339.504;0.780;125.325;1;-20;605.673;338.925;125.338
605.673;338.925;0.750;125.338;1;-20;606.488;338.347;125.350
606.488;338.347;0.720;125.350;1;-20;607.304;337.768;125.362
607.304;337.768;0.690;125.362;1;-20;608.119;337.190;125.374
608.119;337.190;0.660;125.374;1;-20;608.935;336.611;125.385
608.935;336.611;0.630;125.385;1;-20;609.750;336.032;125.395
609.750;336.032;0.600;125.395;1;-20;610.565;335.452;125.405
610.565;335.452;0.570;125.405;1;-20;611.380;334.873;125.415
611.380;334.873;0.540;125.415;1;-20;612.195;334.294;125.424
612.195;334.294;0.510;125.424;1;-20;613.010;333.714;125.432
613.010;333.714;0.480;125.432;1;-20;613.825;333.134;125.440
613.825;333.134;0.450;125.440;1;-20;614.640;332.554;125.448
614.640;332.554;0.420;125.448;1;-20;615.454;331.974;125.455
615.454;331.974;0.390;125.455;1;-20;616.269;331.394;125.461
616.269;331.394;0.360;125.461;1;-20;617.083;330.814;125.467
617.083;330.814;0.330;125.467;1;-20;617.898;330.234;125.473
617.898;330.234;0.300;125.473;1;-20;618.712;329.654;125.478
618.712;329.654;0.270;125.478;1;-20;619.527;329.073;125.482
619.527;329.073;0.240;125.482;1;-20;620.341;328.493;125.486
620.341;328.493;0.210;125.486;1;-20;621.155;327.912;125.490
621.155;327.912;0.180;125.490;1;-20;621.969;327.332;125.493
621.969;327.332;0.150;125.493;1;-20;622.784;326.751;125.495
622.784;326.751;0.120;125.495;1;-20;623.598;326.170;125.497
623.598;326.170;0.090;125.497;1;-20;624.412;325.590;125.499
